Q3,Q5,hireability_HR_10,years_experience_H,prev_jobs_H,applicant_male,applicant_age,applicant_ethnicity,hireability_Software_10,years_experience_S,prev_jobs_S,Q226,Q227,Q228,male,male_10_TEXT,birth_year,race,educ,educ_8_TEXT,Q43,Q117,PROLIFIC_PID,Job,Cond,Name,Dates1,Dates2
6,ice,90,10,1,1,32,7,,,,,,,1,,40,2,5,,N0,34,3.80E+02,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,71,10,2,1,32,7,1,,59,3,6,,no,42,3.81E+02,Software,Male Treat,James Smith,6 years,4 years
6,ice,95,10,2,0,31,7,,,,,,,0,,73,2,5,,No,43,382,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,99,5,3,0,27,4,,,,,,,0,,72,3,3,,No,40,383,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
1,,,,,,,,,,,,,,,,,,,,,,384,,,,,
6,ice,,,,,,,85,10,2,0,32,7,1,,37,2,3,,No,32,385,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,85,10,2,1,34,7,0,,62,2,3,,,41,386,Software,Male Treat,James Smith,6 years,4 years
6,ice,82,10,2,0,34,8,,,,,,,0,,58,2,5,,No,33,387,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,,,,,,,90,10,2,1,33,7,0,,59,2,5,,No,39,3.88E+02,Software,Male Treat,James Smith,6 years,4 years
6,ice,,,,,,,90,10,2,0,31,7,0,,64,3,5,,No,37,3.89E+02,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,80,12,3,0,38,7,1,,62,2,5,,No,36,390,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,95,10,2,1,32,7,,,,,,,1,,62,1,5,,"The weird thing about the study is that, the study wants us to guess the ethnicity and gender from the name, age from the uncompleted information on the cv.",33,391,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,80,10,2,0,38,7,,,,,,,1,,81,2,3,,No,38,392,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,,,,,,,100,10,2,0,32,8,0,,72,2,5,,No.,39,393,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,64,5,4,1,27,7,1,,70,2,3,,no,45,394,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,94,9,2,1,33,7,,,,,,,0,,77,2,5,,No.,43,395,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,70,7,3,1,35,7,,,,,,,0,,74,2,6,,no,38,3.96E+02,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,98,11,4,0,36,4,,,,,,,1,,68,2,5,,No,40,3.97E+02,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,,,,,,,91,9,2,0,27,7,0,,65,2,3,,no,40,398,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,92,10,2,0,31,7,,,,,,,0,,62,2,4,,No,38,399,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,82,10,2,0,30,7,,,,,,,1,,50,2,4,,No,28,400,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,71,8,1,1,37,7,,,,,,,0,,72,1,5,,No,43,401,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,100,10,2,0,47,7,,,,,,,0,,74,2,6,,"I did not agree with the ethnicity and age box. I did not feel like I am able to guess the age, I would prefer to select age bracket instead. With the ethnicity, I had no presumtion about what ethnicity this person could be, it could be any! I have selected white because it felt like you want me to do that.  I would prefer an option of 'I can't say' as even the option 'other' presumes that the ethnicity is other than stated.",34,402,HR,Female Treat,Sarah Brown,6 years,4 years
1,,,,,,,,,,,,,,,,,,,,,,403,,,,,
6,ice,92,7,2,1,37,7,,,,,,,1,,53,1,5,,no,45,4.04E+02,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,80,3,2,0,25,7,1,,75,2,6,,no,37,4.05E+02,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,95,10,2,0,34,7,,,,,,,1,,69,2,4,,No,30,406,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,100,10,2,0,45,7,1,,72,2,5,,,37,407,Software,Female Treat,Jessica Smith,6 years,4 years
1,,,,,,,,,,,,,,,,,,,,,,408,,,,,
6,ice,100,10,2,99,40,7,,,,,,,1,,76,2,6,,No.,37,409,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,95,9,2,1,32,7,,,,,,,1,,71,1,4,,,41,410,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,74,10,2,1,34,7,,,,,,,1,,68,2,5,,Gender options limited. eg. no N/A.,30,411,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,95,7,2,0,33,7,,,,,,,0,,80,2,3,,No,33,4.12E+02,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,100,10,2,0,34,7,,,,,,,1,,63,2,3,,No,36,4.13E+02,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,100,7,2,0,32,7,,,,,,,0,,77,2,5,,No,37,414,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,,,,,,,100,4,2,1,31,7,1,,76,1,6,,no,45,415,Software,Male Treat,James Smith,6 years,4 years
1,,,,,,,,,,,,,,,,,,,,,,416,,,,,
1,,,,,,,,,,,,,,,,,,,,,,417,,,,,
6,ice,94,10,2,1,23,4,,,,,,,0,,7,1,6,,,37,418,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,Ice,,,,,,,,,,,,,,,,,,,,,419,,,,,
6,ice,,,,,,,90,10,2,0,27,7,1,,76,3,6,,no,37,4.20E+02,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,,,,,,,100,8,2,1,35,4,0,,74,2,3,,No,34,4.21E+02,Software,Male Treat,James Smith,6 years,4 years
6,ice,,,,,,,71,5,2,1,29,7,0,,46,2,5,,no,36,422,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,70,10,2,0,35,7,0,,64,2,2,,No,37,423,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
1,,,,,,,,,,,,,,,,,,,,,,424,,,,,
1,,,,,,,,,,,,,,,,,,,,,,425,,,,,
6,ice,,,,,,,77,5,3,0,34,7,0,,59,2,7,,no,40,426,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,88,10,2,1,30,7,,,,,,,1,,71,2,6,,no,34,427,HR,Female Treat,Sarah Brown,6 years,4 years
1,,,,,,,,,,,,,,,,,,,,,,4.28E+02,,,,,
6,Ice,,,,,,,,,,,,,,,,,,,,,4.29E+02,,,,,
6,ice,,,,,,,54,15,3,0,38,7,0,,66,2,3,,No,40,430,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,100,20,2,1,42,7,,,,,,,1,,60,2,3,,,40,431,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,100,10,2,1,33,6,,,,,,,0,,73,2,5,,no,32,432,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,93,15,5,0,35,7,,,,,,,0,,69,2,3,,no,40,433,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,100,11,2,0,38,7,,,,,,,0,,76,2,5,,No,37,434,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
1,,,,,,,,,,,,,,,,,,,,,,435,,,,,
6,ice,95,6,1,1,28,6,,,,,,,1,,66,2,7,,No,38,4.36E+02,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,90,10,2,1,35,7,,,,,,,0,,74,2,6,,No,36,4.37E+02,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,80,10,2,0,31,7,,,,,,,1,,77,3,5,,No,45,438,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,,,,,,,100,10,2,1,31,7,1,,68,2,2,,No,40,439,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,100,6,2,1,30,7,0,,68,2,5,,,30,440,Software,Male Treat,James Smith,6 years,4 years
6,ice,,,,,,,100,8,2,1,28,7,0,,77,2,6,,No,43,441,Software,Male Treat,James Smith,6 years,4 years
6,ice,71,4,2,1,31,7,,,,,,,1,,53,2,5,,No,39,442,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,100,9,2,0,36,7,,,,,,,0,,52,2,5,,No,37,443,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,81,5,2,0,30,7,,,,,,,0,,64,2,5,,no,37,4.44E+02,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,,,,,,,85,8,2,0,30,7,0,,79,2,3,,No,42,4.45E+02,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,100,8,2,1,45,7,,,,,,,1,,49,2,2,,No,28,446,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,100,10,3,0,36,7,,,,,,,0,,64,2,2,,No,43,447,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,75,5,2,1,29,7,1,,56,2,5,,,36,448,Software,Male Treat,James Smith,6 years,4 years
6,ice,,,,,,,100,8,3,0,32,7,0,,74,2,6,,No,37,449,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,93,10,2,1,40,7,,,,,,,0,,43,2,5,,No,37,450,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
1,,,,,,,,,,,,,,,,,,,,,,451,,,,,
6,ice,,,,,,,76,10,2,0,32,7,0,,77,2,6,,No,38,4.52E+02,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,85,5,2,0,30,7,,,,,,,1,,77,3,5,,No,40,4.53E+02,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,,,,,,,60,10,3,0,40,7,1,,62,2,6,,No,37,454,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,92,10,2,0,33,7,0,,74,2,5,,No.,32,455,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,100,9,2,0,35,7,0,,72,2,5,,No,43,456,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,76,10,2,1,42,8,0,,58,8,7,,no,37,457,Software,Male Treat,James Smith,6 years,4 years
6,ice,100,12,3,0,34,7,,,,,,,1,,58,2,6,,,34,458,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,,,,,,,40,8,2,0,30,7,0,,65,5,5,,,34,459,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,95,10,2,0,35,7,,,,,,,1,,64,2,3,,No,40,4.60E+02,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,81,7,3,0,34,7,,,,,,,0,,49,2,7,,No,37,4.61E+02,HR,Female Treat,Sarah Brown,6 years,4 years
1,,,,,,,,,,,,,,,,,,,,,,462,,,,,
6,ice,82,3,9,0,30,7,,,,,,,1,,63,2,2,,No,38,463,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,100,10,2,1,34,7,0,,55,2,5,,No,43,464,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,100,10,2,0,33,7,0,,68,2,7,,,36,465,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,,,,,,,73,5,2,0,28,7,1,,64,2,6,,,36,466,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,92,10,2,1,34,7,,,,,,,1,,39,2,2,,No,40,467,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,79,7,2,0,32,7,0,,68,2,3,,No,40,4.68E+02,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,,,,,,,71,10,4,0,31,7,1,,67,2,4,,no,32,4.69E+02,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,99,11,1,1,38,7,1,,71,2,5,,No,41,470,Software,Male Treat,James Smith,6 years,4 years
6,ice,77,8,3,0,30,7,,,,,,,0,,71,2,5,,No,33,471,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,89,10,4,1,28,7,,,,,,,1,,60,2,5,,,40,472,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,92,8,3,0,29,7,0,,71,2,6,,No,31,473,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,100,10,2,0,30,7,1,,68,2,6,,No,33,474,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,,,,,,,70,10,2,1,32,7,1,,68,9,5,,No,45,475,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,53,6,2,0,31,7,,,,,,,1,,49,1,5,,No,31,4.76E+02,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,93,9,1,0,32,8,,,,,,,0,,51,2,4,,,42,4.77E+02,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
1,,,,,,,,,,,,,,,,,,,,,,478,,,,,
6,ice,,,,,,,100,10,2,1,34,7,1,,66,5,2,,No.,38,479,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,91,10,2,0,33,7,0,,69,2,6,,No,34,480,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,,,,,,,81,10,2,0,29,6,0,,67,5,3,,No,32,481,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,,,,,,,50,8,2,1,28,7,1,,61,2,7,,No,34,482,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,100,10,2,1,40,7,,,,,,,1,,65,2,2,,No,40,483,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,98,5,2,0,26,7,,,,,,,0,,71,2,2,,No,40,4.84E+02,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,50,2,2,0,26,7,0,,67,1,5,,NO,43,4.85E+02,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,72,3,2,1,22,7,1,,69,3,6,,,43,486,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,92,14,3,0,44,6,,,,,,,0,,58,2,5,,No,38,487,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,91,4,2,0,24,7,,,,,,,0,,59,2,5,,No,36,488,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,100,10,2,1,31,7,0,,55,2,4,,,28,489,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,97,10,2,1,31,7,0,,63,2,5,,,37,490,Software,Male Treat,James Smith,6 years,4 years
6,ice,,,,,,,100,10,2,0,33,7,0,,51,2,7,,No,37,491,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,,,,,,,85,7,2,0,30,7,0,,73,2,4,,No.,32,4.92E+02,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,91,6,2,0,30,7,,,,,,,1,,63,2,3,,No,40,4.93E+02,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,81,10,2,0,31,7,,,,,,,1,,50,2,3,,No,28,494,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,65,5,3,1,26,8,0,,76,5,6,,"Didn't really like having to think about what their race may be, does it really matter?",38,495,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,60,5,2,1,31,8,,,,,,,1,,74,2,5,,No,33,496,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,88,10,2,1,30,7,1,,71,2,4,,No,45,497,Software,Male Treat,James Smith,6 years,4 years
6,ice,81,8,3,1,35,7,,,,,,,0,,66,2,5,,No,38,498,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,99,10,2,1,28,7,,,,,,,0,,50,3,3,,no,40,499,HR,Male Treat,Samuel Brown,6 years,4 years
1,,,,,,,,,,,,,,,,,,,,,,5.00E+02,,,,,
6,ice,83,6,1,1,30,4,,,,,,,1,,71,2,3,,no,32,5.01E+02,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,85,6,3,1,36,7,,,,,,,1,,48,2,5,,no,28,502,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,61,10,2,1,32,7,,,,,,,1,,64,2,3,,No,33,503,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,80,10,2,1,35,6,,,,,,,1,,72,1,5,,No,38,504,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,80,6,2,0,35,7,,,,,,,0,,70,3,6,,No,40,505,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,62,5,2,1,31,6,1,,73,2,6,,no,39,506,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
1,,,,,,,,,,,,,,,,,,,,,,507,,,,,
6,ice,60,10,2,0,32,5,,,,,,,0,,65,2,7,,No,34,5.08E+02,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,92,4,2,1,32,7,,,,,,,1,,76,3,5,,no,33,5.09E+02,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,100,10,2,1,34,5,,,,,,,0,,68,2,6,,No,37,510,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,85,10,2,0,40,7,,,,,,,0,,60,2,6,,No,34,511,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,,,,,,,100,10,2,1,35,7,0,,73,2,5,,No,38,512,Software,Male Treat,James Smith,6 years,4 years
1,,,,,,,,,,,,,,,,,,,,,,513,,,,,
1,,,,,,,,,,,,,,,,,,,,,,514,,,,,
6,ice,88,8,2,1,32,7,,,,,,,0,,70,2,3,,No,36,515,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,92,10,2,1,31,7,,,,,,,1,,72,2,5,,,43,5.16E+02,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,,,,,,,100,5,2,0,27,7,1,,65,2,6,,No,32,5.17E+02,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,90,10,2,1,34,7,0,,78,1,5,,No,34,518,Software,Male Treat,James Smith,6 years,4 years
6,ice,,,,,,,86,9,2,1,31,7,1,,74,3,6,,No,33,519,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,87,10,2,0,40,7,,,,,,,0,,76,2,5,,No,29,520,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,49,10,2,1,32,7,,,,,,,0,,51,2,5,,why only one applicant,37,521,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,,,,,,,100,6,2,1,35,7,0,,71,2,5,,No,38,522,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,91,9,2,0,32,7,0,,75,2,5,,No,43,523,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,100,12,1,0,35,7,,,,,,,0,,67,2,5,,No,37,5.24E+02,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,100,8,2,0,28,7,,,,,,,1,,51,2,2,,No,40,5.25E+02,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,67,6,2,1,30,8,,,,,,,1,,54,9,6,,No,33,526,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,100,9,2,0,30,6,1,,50,2,3,,No,32,527,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,81,5,2,0,28,4,1,,61,2,6,,,39,528,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,91,10,2,0,35,7,0,,46,2,5,,,37,529,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,,,,,,,100,5,2,1,25,8,1,,70,2,3,,"I didn't look at the years experience or number of jobs so they are guesses, he had the basic degree needed, that's what I would hire based on",45,530,Software,Male Treat,James Smith,6 years,4 years
6,ice,61,10,2,0,29,7,,,,,,,1,,71,2,6,,No.,30,531,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,88,10,2,0,30,7,1,,70,2,5,,,33,5.32E+02,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,50,11,2,0,30,5,,,,,,,1,,37,2,6,,no,38,5.33E+02,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,85,10,2,1,38,5,,,,,,,1,,70,2,5,,No,30,534,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,,,,,,,52,10,2,1,32,7,1,,60,2,5,,No,37,535,Software,Male Treat,James Smith,6 years,4 years
6,ice,,,,,,,81,12,3,1,35,7,0,,63,2,5,,no,37,536,Software,Male Treat,James Smith,6 years,4 years
6,ice,,,,,,,75,10,2,1,35,8,1,,49,2,5,,No,36,537,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,90,10,2,1,34,8,,,,,,,1,,66,2,7,,No,34,538,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
1,,,,,,,,,,,,,,,,,,,,,,539,,,,,
6,ice,100,10,3,0,40,7,,,,,,,0,,52,2,7,,"I know I didn't answer the questions correctly on the last page. I concentrated on the points needed, not these additional facts",33,5.40E+02,HR,Female Treat,Sarah Brown,6 years,4 years
1,,,,,,,,,,,,,,,,,,,,,,5.41E+02,,,,,
6,ice,91,7,2,1,29,7,,,,,,,1,,69,2,5,,No,34,542,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,80,10,2,0,36,7,,,,,,,1,,65,2,3,,,34,543,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,,,,,,,81,10,2,0,36,7,1,,53,2,2,,NO,30,544,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,,,,,,,92,10,2,0,35,7,1,,77,5,5,,No,34,545,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,92,10,2,0,33,7,,,,,,,0,,71,3,5,,No,40,546,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,,,,,,,91,7,2,0,30,7,1,,78,2,5,,No.,42,547,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,70,6,3,1,28,7,1,,73,2,6,,No,32,5.48E+02,Software,Male Treat,James Smith,6 years,4 years
3,,,,,,,,,,,,,,,,,,,,,,5.49E+02,,,,,
6,ice,,,,,,,100,9,2,0,31,7,0,,53,2,6,,No,38,550,Software,Female Treat,Jessica Smith,6 years,4 years
1,,,,,,,,,,,,,,,,,,,,,,551,,,,,
6,ice,,,,,,,64,5,2,1,31,7,0,,78,2,5,,No,33,552,Software,Male Treat,James Smith,6 years,4 years
6,ice,88,12,2,0,34,7,,,,,,,1,,40,2,5,,no,33,553,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
2,,,,,,,,,,,,,,,,,,,,,,554,,,,,
6,ice,91,10,2,1,35,7,,,,,,,1,,51,2,1,,No,31,555,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,81,12,2,0,30,7,1,,44,2,2,,No,36,5.56E+02,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,93,10,2,1,35,7,1,,45,2,5,,,38,5.57E+02,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,74,10,1,1,34,7,,,,,,,1,,39,2,4,,No,34,558,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,100,4,2,1,23,5,1,,55,2,6,,,42,559,Software,Male Treat,James Smith,6 years,4 years
6,ice,92,10,2,0,35,7,,,,,,,0,,76,2,6,,No,38,560,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,Ice,,,,,,,,,,,,,,,,,,,,,561,,,,,
