Q3,Q5,hireability_HR_10,years_experience_H,prev_jobs_H,applicant_male,applicant_age,applicant_ethnicity,hireability_Software_10,years_experience_S,prev_jobs_S,Q226,Q227,Q228,male,male_10_TEXT,birth_year,race,educ,educ_8_TEXT,Q43,Q117,PROLIFIC_PID,Job,Cond,Name,Dates1,Dates2
6,ice,,,,,,,95,9,2,0,28,7,0,,75,2,6,,,37,562,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,100,8,2,1,27,7,1,,69,2,3,,No,31,563,Software,Male Treat,James Smith,6 years,4 years
6,ice,70,21,5,0,39,7,,,,,,,0,,62,2,2,,no,28,5.64E+02,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,100,10,2,0,31,7,0,,70,2,5,,The questions were a bit ambiguous so I would like to explain my answers. 2 previous jobs (capital one and lockwood publishing) and 10 years work experience from 2011-present. ,37,5.65E+02,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,60,8,2,0,29,7,,,,,,,0,,60,3,6,,No,40,566,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,80,3,2,0,36,7,0,,68,1,7,,No,37,567,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,,,,,,,100,10,2,1,31,7,0,,74,2,7,,,34,568,Software,Male Treat,James Smith,6 years,4 years
6,ice,90,10,2,1,40,8,,,,,,,1,,73,2,2,,No,31,569,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,80,10,2,1,45,5,,,,,,,0,,73,5,3,,No,43,570,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,100,10,2,1,32,7,,,,,,,0,,76,2,6,,No,34,571,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,90,30,2,1,55,7,,,,,,,1,,47,2,6,,no,34,5.72E+02,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,90,5,2,0,26,7,,,,,,,0,,63,2,7,,no,38,5.73E+02,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
1,,,,,,,,,,,,,,,,,,,,,,574,,,,,
6,ice,,,,,,,62,10,2,0,33,4,0,,63,2,5,,No,37,575,Software,Female Treat,Jessica Smith,6 years,4 years
1,,,,,,,,,,,,,,,,,,,,,,576,,,,,
6,ice,,,,,,,100,10,2,0,34,7,0,,60,2,5,,No,36,577,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,100,10,2,0,32,7,,,,,,,1,,42,3,6,,No,32,578,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,100,10,2,0,33,7,0,,68,2,5,,no,36,579,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,91,10,2,1,35,7,,,,,,,1,,47,2,3,,,33,5.80E+02,HR,Male Treat,Samuel Brown,6 years,4 years
5,,,,,,,,,,,,,,,,,,,,,,5.81E+02,,,,,
6,ice,89,6,2,1,30,7,,,,,,,0,,68,2,5,,No,32,582,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,100,10,2,1,32,7,,,,,,,1,,41,2,5,,No,43,583,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,81,8,2,0,29,7,,,,,,,0,,45,2,5,,no,40,584,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,85,10,2,1,40,7,,,,,,,1,,67,2,5,,No,38,585,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,81,5,2,1,32,7,,,,,,,0,,77,2,7,,No,37,586,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,95,5,2,0,27,7,0,,82,5,2,,no,40,587,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
3,,,,,,,,,,,,,,,,,,,,,,5.88E+02,,,,,
1,,,,,,,,,,,,,,,,,,,,,,5.89E+02,,,,,
6,ice,78,6,2,1,35,7,,,,,,,1,,67,1,6,,No,34,590,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,79,10,2,0,37,7,,,,,,,0,,38,2,4,,No,37,591,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,100,10,2,0,35,8,,,,,,,0,,69,9,5,,No,34,592,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,100,11,2,0,48,7,,,,,,,0,,74,2,3,,No,40,593,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,95,10,4,0,42,7,,,,,,,0,,77,2,5,,No,43,594,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,100,10,2,0,35,7,1,,66,2,6,,No.,41,595,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,81,10,2,1,34,7,,,,,,,1,,63,2,2,,No,32,5.96E+02,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,,,,,,,75,10,2,1,32,7,1,,54,2,6,,No.,34,5.97E+02,Software,Male Treat,James Smith,6 years,4 years
6,ice,,,,,,,100,10,2,1,28,7,0,,74,2,2,,No,31,598,Software,Male Treat,James Smith,6 years,4 years
1,,,,,,,,,,,,,,,,,,,,,,599,,,,,
6,ice,,,,,,,61,10,3,1,29,6,0,,56,2,6,,No,37,600,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,100,10,2,0,40,7,,,,,,,0,,68,2,3,,No,43,601,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,,,,,,,71,10,2,1,34,7,0,,45,2,6,,No,37,602,Software,Male Treat,James Smith,6 years,4 years
6,ice,65,10,2,1,33,7,,,,,,,1,,51,2,5,,No,34,603,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,92,10,2,1,35,7,,,,,,,1,,66,2,2,,No,43,6.04E+02,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,77,10,2,0,32,7,,,,,,,0,,66,2,6,,No,37,6.05E+02,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,85,10,2,1,32,7,1,,53,2,5,,"No, thank you. ",40,606,Software,Male Treat,James Smith,6 years,4 years
6,ice,,,,,,,80,10,2,1,33,7,1,,64,2,5,,,32,607,Software,Male Treat,James Smith,6 years,4 years
1,,,,,,,,,,,,,,,,,,,,,,608,,,,,
6,ice,100,10,2,1,34,7,,,,,,,0,,73,2,6,,no,32,609,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,90,5,2,1,30,7,1,,69,2,6,,No.,38,610,Software,Male Treat,James Smith,6 years,4 years
6,ice,87,10,2,0,33,5,,,,,,,0,,57,2,5,,no,32,611,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,91,6,2,0,32,7,1,,74,2,5,,No,33,6.12E+02,Software,Female Treat,Jessica Smith,6 years,4 years
1,,,,,,,,,,,,,,,,,,,,,,6.13E+02,,,,,
6,ice,,,,,,,100,6,2,1,28,7,1,,40,2,7,,No,37,614,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,80,6,2,1,35,7,,,,,,,0,,75,2,5,,no,28,615,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,Ice,,,,,,,,,,,,,,,,,,,,,616,,,,,
6,ice,,,,,,,92,10,2,0,33,7,1,,67,2,3,,No,30,617,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,70,10,2,0,30,7,,,,,,,0,,78,2,5,,No,38,618,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,,,,,,,72,5,2,1,28,6,1,,70,2,5,,no,32,619,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,91,10,2,1,38,7,,,,,,,0,,77,2,5,,No,32,6.20E+02,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,80,10,2,1,35,8,,,,,,,1,,60,9,999,,No,38,6.21E+02,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,50,10,2,0,30,7,1,,55,2,6,,No,42,622,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,80,5,4,1,30,7,1,,61,2,3,,No,41,623,Software,Male Treat,James Smith,6 years,4 years
6,ice,90,9,2,0,31,7,,,,,,,1,,58,3,5,,No,33,624,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,71,9,2,1,35,7,0,,48,2,4,,no,40,625,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,90,12,2,1,35,7,,,,,,,1,,76,2,5,,no,34,626,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,74,4,3,1,30,7,0,,73,2,5,,No,40,627,Software,Male Treat,James Smith,6 years,4 years
6,ice,92,10,2,0,45,7,,,,,,,1,,81,3,4,,no,33,6.28E+02,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,95,10,2,0,32,7,,,,,,,1,,65,2,5,,No,40,6.29E+02,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,,,,,,,81,3,1,0,34,7,0,,73,2,5,,no,40,630,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,81,10,2,0,30,7,,,,,,,1,,61,2,5,,No,28,631,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,100,10,2,0,32,6,1,,62,2,5,,No,32,632,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,95,11,2,1,32,7,0,,66,2,5,,No,43,633,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,91,8,2,1,30,7,,,,,,,0,,79,5,5,,,41,634,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,100,9,2,1,30,7,,,,,,,0,,56,2,7,,No,34,635,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,,,,,,,81,10,2,0,30,7,1,,52,2,5,,No,31,6.36E+02,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,81,10,2,0,44,7,,,,,,,1,,58,2,6,,No,33,6.37E+02,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,82,7,2,0,31,7,0,,74,2,6,,No,37,638,Software,Female Treat,Jessica Smith,6 years,4 years
1,,,,,,,,,,,,,,,,,,,,,,639,,,,,
6,ice,90,25,4,1,48,7,,,,,,,1,,50,2,2,,No,,640,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,100,9,2,1,32,7,0,,74,2,5,,,40,641,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,81,10,1,1,29,7,1,,33,2,5,,,39,642,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,100,10,2,0,32,7,0,,71,2,6,,,38,643,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,71,10,2,0,38,7,,,,,,,0,,72,1,5,,No,33,6.44E+02,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,90,10,2,1,32,7,,,,,,,0,,77,2,5,,No,37,6.45E+02,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,,,,,,,72,9,2,0,30,7,1,,70,5,3,,No,40,646,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,99,11,2,0,31,7,,,,,,,0,,48,2,5,,No,43,647,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,,,,,,,82,7,3,1,33,7,1,,67,8,6,,,31,648,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,81,15,4,1,35,7,,,,,,,1,,61,2,4,,No,28,649,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,100,10,2,1,32,7,,,,,,,1,,62,2,6,,non,40,650,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,,,,,,,79,10,2,0,38,7,1,,44,2,3,,no,44,651,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,77,10,2,1,32,7,0,,52,2,7,,"No, it was interesting thank you. ",37,6.52E+02,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,77,5,3,0,26,7,0,,67,2,6,,Nothing suspicious - just interested that i was focused on the applicant's skills set that i overlooked how on they had been working and their age. My focus was on their relevant experience.,39,6.53E+02,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,90,10,2,1,35,7,,,,,,,1,,72,2,3,,No.,34,654,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,92,10,2,0,33,7,,,,,,,1,,60,2,3,,no,43,655,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,,,,,,,92,10,3,0,35,7,0,,61,2,5,,No,37,656,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,,,,,,,77,10,2,0,32,7,0,,67,2,5,,No,37,657,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,85,10,2,0,35,7,,,,,,,1,,74,2,3,,no,44,658,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,67,10,2,0,35,7,,,,,,,0,,54,9,5,,,36,659,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,100,11,2,0,35,7,,,,,,,0,,79,2,5,,,38,6.60E+02,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,93,10,2,0,35,7,,,,,,,0,,70,2,5,,No,36,6.61E+02,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,55,10,2,1,34,7,,,,,,,1,,81,2,2,,no,40,662,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,91,10,2,0,28,7,0,,77,2,5,,,37,663,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,,,,,,,98,10,2,1,33,7,0,,64,1,7,,No,34,664,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
1,,,,,,,,,,,,,,,,,,,,,,665,,,,,
6,ice,75,10,2,0,30,7,,,,,,,0,,50,2,5,,No,38,666,HR,Female Treat,Sarah Brown,6 years,4 years
1,,,,,,,,,,,,,,,,,,,,,,667,,,,,
6,ice,50,10,2,0,40,5,,,,,,,1,,64,3,2,,No,37,6.68E+02,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,,,,,,,91,10,2,1,35,7,0,,69,2,5,,No,39,6.69E+02,Software,Male Treat,James Smith,6 years,4 years
6,ice,,,,,,,91,20,2,1,42,7,1,,54,2,5,,No,37,670,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
1,,,,,,,,,,,,,,,,,,,,,,671,,,,,
6,ice,80,5,1,1,26,7,,,,,,,1,,44,2,7,,,33,672,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,91,15,3,1,42,7,0,,53,2,3,,No,37,673,Software,Male Treat,James Smith,6 years,4 years
6,ice,80,10,2,1,32,7,,,,,,,0,,75,2,5,,No,43,674,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,71,10,2,0,33,7,0,,63,2,5,,No,37,675,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,,,,,,,90,6,2,1,26,7,0,,79,2,8,NVQ level 3 ,,37,6.76E+02,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,71,9,2,1,40,6,0,,62,2,6,,No,43,6.77E+02,Software,Male Treat,James Smith,6 years,4 years
6,ice,,,,,,,92,10,2,0,33,7,1,,61,2,5,,no,34,678,Software,Female Treat,Jessica Smith,6 years,4 years
1,,,,,,,,,,,,,,,,,,,,,,679,,,,,
6,ice,,,,,,,100,10,2,0,32,7,1,,74,2,5,,No,32,680,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,92,10,2,1,31,7,,,,,,,1,,52,2,4,,No,38,681,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,,,,,,,95,10,2,1,32,7,1,,60,2,5,,No.,37,682,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,71,7,2,1,27,7,,,,,,,0,,66,1,5,,,36,683,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,100,5,2,1,33,7,,,,,,,1,,54,2,2,,No,43,6.84E+02,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,,,,,,,100,9,2,1,35,7,0,,76,5,5,,,40,6.85E+02,Software,Male Treat,James Smith,6 years,4 years
6,Ice,,,,,,,,,,,,,,,,,,,,,686,,,,,
1,,,,,,,,,,,,,,,,,,,,,,687,,,,,
6,ice,100,9,2,1,42,7,,,,,,,0,,63,2,5,,No,33,688,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,,,,,,,100,10,2,0,29,7,0,,44,2,5,,No,34,689,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,90,10,2,1,33,5,,,,,,,0,,40,2,6,,No,34,690,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,,,,,,,93,10,2,1,34,7,0,,67,2,5,,No,34,691,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,80,10,1,0,31,7,0,,65,3,3,,,38,6.92E+02,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,75,42,42,0,33,8,,,,,,,1,,60,2,5,,,38,6.93E+02,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,,,,,,,89,4,3,1,28,8,0,,57,9,7,,No,34,694,Software,Male Treat,James Smith,6 years,4 years
1,,,,,,,,,,,,,,,,,,,,,,695,,,,,
1,,,,,,,,,,,,,,,,,,,,,,696,,,,,
6,ice,,,,,,,88,10,2,1,29,7,1,,70,2,4,,no,32,697,Software,Male Treat,James Smith,6 years,4 years
6,ice,,,,,,,95,10,2,0,31,7,1,,64,1,3,,No,43,698,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,60,5,2,1,26,7,,,,,,,0,,68,1,5,,no,38,699,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,97,10,2,0,34,7,,,,,,,0,,70,2,5,,,,7.00E+02,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,85,5,3,1,32,7,,,,,,,0,,71,3,5,,No,40,7.01E+02,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,66,10,2,0,33,7,,,,,,,0,,63,2,5,,No,40,702,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,100,4,2,0,28,8,10,,63,5,6,,,37,703,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,86,10,2,1,33,7,0,,42,2,5,,No,41,704,Software,Male Treat,James Smith,6 years,4 years
6,ice,100,10,2,1,35,7,,,,,,,1,,70,2,3,,No,33,705,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,100,9,2,0,34,7,1,,56,2,3,,No,32,706,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,89,10,2,0,37,7,,,,,,,0,,73,2,5,,No,37,707,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,95,10,2,0,35,8,1,,69,2,6,,,37,7.08E+02,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,90,7,2,1,35,7,,,,,,,0,,49,1,5,,no,38,7.09E+02,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
1,,,,,,,,,,,,,,,,,,,,,,710,,,,,
6,ice,85,8,2,0,28,7,,,,,,,1,,63,2,6,,No,32,711,HR,Female Treat,Sarah Brown,6 years,4 years
2,,,,,,,,,,,,,,,,,,,,,,712,,,,,
6,ice,,,,,,,100,10,2,1,35,7,1,,72,2,3,,,28,713,Software,Male Treat,James Smith,6 years,4 years
1,,,,,,,,,,,,,,,,,,,,,,714,,,,,
6,ice,,,,,,,82,5,3,1,27,7,1,,58,2,5,,No,40,715,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
1,,,,,,,,,,,,,,,,,,,,,,7.16E+02,,,,,
6,ice,,,,,,,99,10,4,1,35,7,0,,73,3,5,,,38,7.17E+02,Software,Male Treat,James Smith,6 years,4 years
6,ice,92,6,1,1,45,7,,,,,,,1,,61,2,3,,,36,718,HR,Male Treat,Samuel Brown,6 years,4 years
1,,,,,,,,,,,,,,,,,,,,,,719,,,,,
6,ice,,,,,,,81,6,2,0,27,6,1,,59,5,5,,,42,720,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,100,5,1,1,26,7,1,,62,2,5,,no,42,721,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,92,8,3,0,45,7,,,,,,,0,,57,3,3,,No,36,722,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,,,,,,,91,5,2,1,30,7,1,,71,2,5,,No,38,723,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,100,10,3,0,38,7,0,,69,2,5,,,37,7.24E+02,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
1,,,,,,,,,,,,,,,,,,,,,,7.25E+02,,,,,
6,ice,,,,,,,100,10,2,1,35,7,0,,52,2,5,,,37,726,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,100,12,2,1,40,7,1,,70,2,2,,no,40,727,Software,Male Treat,James Smith,6 years,4 years
6,ice,87,9,2,0,34,7,,,,,,,1,,77,1,5,,,30,728,HR,Female Normal,Sarah Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,56,10,2,1,35,7,0,,68,2,6,,No,28,729,Software,Male Treat,James Smith,6 years,4 years
6,ice,,,,,,,91,5,2,0,35,7,0,,61,2,5,,No,38,730,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,86,10,2,1,31,7,1,,75,2,5,,No,33,731,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,60,10,2,0,32,7,1,,47,2,6,,Thought I should mention that I guessed the ethnicity of the applicant as being white as approx 80% of people in the UK are white. It wasn't based (knowingly) on any ideas on what kinds of people are drawn to jobs in the software industry.,37,7.32E+02,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,,,,,,,100,4,2,0,26,7,1,,49,2,6,,"I looked through the cv and went on the tone and qualifications noting some experience. In the real world I wouldnt remember the number of years experience once Id changed page- so please dont screen me out as that is a memory test only, ",33,7.33E+02,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,,,,,,,74,6,2,1,25,6,1,,81,1,7,,,33,734,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,80,8,2,0,45,7,,,,,,,1,,67,2,6,,No,38,735,HR,Female Treat,Sarah Brown,6 years,4 years
6,ice,,,,,,,100,5,1,0,29,7,0,,41,2,5,,no,38,736,Software,Female Normal,Jessica Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,100,10,2,0,35,7,1,,74,2,5,,Should have an I do not know option,42,737,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,,,,,,,45,10,2,1,30,7,0,,36,2,2,,No,37,738,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,,,,,,,70,10,2,1,35,7,1,,71,2,3,,No,31,739,Software,Male Treat,James Smith,6 years,4 years
1,,,,,,,,,,,,,,,,,,,,,,7.40E+02,,,,,
6,ice,78,16,3,1,40,6,,,,,,,1,,70,2,5,,No,28,7.41E+02,HR,Male Treat,Samuel Brown,6 years,4 years
6,ice,79,10,2,1,32,7,,,,,,,1,,59,2,7,,No,37,742,HR,Male Normal,Samuel Brown,Jan 2015 - Present.,Jan 2011 - Jan 2015.
6,ice,,,,,,,91,8,2,0,32,7,1,,60,2,5,,No,40,743,Software,Female Treat,Jessica Smith,6 years,4 years
6,ice,,,,,,,100,9,2,1,28,7,1,,56,2,3,,No,40,744,Software,Male Normal,James Smith,Jan 2015 - Present.,Jan 2011 - Jan 2015.
